ID,Word 1,Word 2,PoS,Annotator 1,Annotator 2,Annotator 3,Annotator 4,Annotator 5,Annotator 6,Annotator 7,Annotator 8,Annotator 9,Annotator 10,Annotator 11
389,态度,自信,nouns,2,0,0,1,1,3,2,3,0,1,1
390,自行车,皮肤,nouns,0,0,0,0,0,0,0,0,0,0,0
391,犯罪,攻击,nouns,0,2,0,2,3,3,0,0,0,0,0
392,尾巴,后部,nouns,3,3,2,3,3,5,0,5,5,2,1
393,军士,枪,nouns,0,0,0,0,0,2,0,0,0,0,0
394,洞,协议,nouns,0,0,0,0,0,0,0,0,0,0,0
395,儿童,男孩,nouns,0,3,4,3,2,5,4,3,4,3,3
396,头,指甲,nouns,0,0,0,0,0,0,0,0,0,0,0
397,书,文章,nouns,4,2,4,4,2,3,3,4,4,3,4
398,书,正文,nouns,4,2,2,3,1,5,0,4,2,2,3
399,圣经,圣歌,nouns,5,2,0,3,2,4,0,3,3,0,3
400,妻子,稻草,nouns,0,0,0,0,0,2,0,0,0,0,0
401,吵闹,喧闹声,nouns,5,6,5,4,6,3,3,5,4,3,3
402,半学年,学期,nouns,0,4,4,5,3,4,3,3,5,3,5
403,任务,稻草,nouns,0,0,0,0,0,0,0,0,0,0,0
404,草,刀口,nouns,0,0,0,0,0,0,0,0,0,0,0
405,床,家俱,nouns,1,4,5,3,3,5,3,5,4,3,3
406,吉他,鼓,nouns,0,1,0,1,0,2,0,0,0,0,0
407,飞机场,片,nouns,0,0,0,0,0,0,0,0,0,0,0
408,花朵,灯泡,nouns,0,0,0,0,0,0,0,0,0,0,0
409,图表,图解,nouns,3,3,3,3,2,2,4,5,2,5,3
410,割礼,包皮,nouns,0,0,0,0,0,4,0,0,0,3,0
411,油,貂,nouns,0,0,0,0,0,0,0,0,0,0,0
412,成年人,婴儿,nouns,0,0,0,1,0,4,0,0,0,0,1
413,法官,法庭,nouns,0,0,0,1,0,4,0,0,0,4,0
414,犯罪,违反,nouns,4,4,3,5,3,3,3,3,3,5,2
415,威士忌酒,香槟,nouns,3,3,0,4,2,5,3,3,1,0,3
416,手册,指南,nouns,0,5,4,4,2,3,0,2,2,5,4
417,意外,书,nouns,0,0,0,0,0,0,0,0,0,0,0
418,锡,金属,nouns,3,4,5,4,2,4,0,3,2,1,2
419,模式,时装,nouns,0,0,0,0,0,0,0,0,0,0,1
420,大灾变,火,nouns,0,0,0,1,0,5,0,0,0,1,2
421,键盘,光,nouns,0,0,0,1,0,0,0,0,0,0,0
422,哥哥,儿子,nouns,0,0,0,0,1,4,0,2,0,0,1
423,工作者,雇主,nouns,0,0,0,2,0,1,0,0,0,0,0
424,预热,再热,nouns,0,2,0,2,0,1,0,0,0,0,2
425,章,尾巴,nouns,0,0,0,0,0,0,0,0,0,0,0
426,死亡,灾难,nouns,3,2,0,3,1,4,3,5,1,1,2
427,墙壁,装饰,nouns,0,0,0,2,0,5,0,0,0,0,0
428,大气层,臭氧,nouns,3,3,5,2,2,2,2,3,3,1,3
429,酒,乐队,nouns,0,0,0,0,0,0,0,0,0,0,0
430,意志,意图,nouns,0,1,2,0,0,3,0,0,0,2,1
431,现实,幻想,nouns,5,4,4,5,5,5,5,5,5,4,4
432,电动机,船,nouns,0,0,0,1,1,1,0,0,0,0,0
433,分解,因式分解,nouns,0,3,5,2,2,5,3,3,3,1,2
434,钟,门,nouns,0,0,0,0,0,0,0,0,0,0,0
435,面具,派对,nouns,0,0,0,2,0,0,0,0,0,0,0
436,海滩,岛,nouns,3,0,0,3,1,3,0,1,1,1,1
437,大厦,雕塑家,nouns,0,0,0,0,0,0,0,0,0,0,0
438,应用,星系,nouns,0,0,0,0,0,0,0,0,0,0,0
439,死亡,悲剧,nouns,0,2,2,3,1,5,0,5,4,1,2
440,电,案件,nouns,0,0,0,0,0,1,0,0,0,0,0
441,书,圣经,nouns,0,3,4,3,3,3,0,3,3,3,1
442,铅笔,故事,nouns,0,0,0,0,0,3,0,0,0,0,0
443,云,窗口,nouns,0,0,0,0,0,0,0,0,0,0,0
444,干旱,水,nouns,0,0,0,1,0,0,0,0,0,0,0
445,硬币,付款,nouns,2,2,0,2,0,1,0,3,0,1,1
446,导演,摄影,nouns,3,2,0,0,1,3,0,0,1,1,2
447,花朵,紫罗兰,nouns,3,5,5,4,2,4,3,3,3,1,5
448,表哥,叔叔,nouns,2,0,0,0,0,0,0,0,0,1,1
449,重新安葬,坟墓,nouns,0,1,0,1,2,2,0,0,0,1,0
450,歌曲,演员,nouns,0,0,0,1,0,3,0,0,0,0,0
451,警察,政治家,nouns,0,0,0,0,0,1,0,0,0,0,0
452,水平,得分,nouns,0,0,0,0,3,4,0,0,0,1,0
453,价值观,信念,nouns,0,2,6,3,4,5,5,5,3,3,3
454,规则,惯例,nouns,4,1,4,3,3,2,2,2,3,2,2
455,蔗糖,糖类,nouns,0,6,5,4,2,4,3,3,5,4,1
456,日落,傍晚,nouns,2,6,6,5,6,6,6,6,6,5,4
457,审判,判决书,nouns,0,3,0,2,2,3,0,0,2,5,2
458,荣誉,敬重,nouns,0,0,0,0,0,4,0,0,0,3,0
459,飞机,机场,nouns,0,3,0,1,1,4,0,0,0,1,2
460,暴风雪,雨,nouns,0,3,0,2,0,2,0,0,0,0,1
461,破产,失败,nouns,0,1,1,1,0,4,0,0,0,1,2
462,盒子,小亭,nouns,0,0,0,0,0,0,0,0,0,0,0
463,任务,女人,nouns,0,0,0,0,0,0,0,0,0,0,0
464,证明,事实,nouns,0,0,0,1,4,4,0,0,0,0,0
465,教练,播放机,nouns,0,0,0,0,0,0,0,0,0,0,0
466,肝,肺,nouns,0,2,0,1,0,4,0,0,0,0,0
467,喉咙,鼻子,nouns,0,0,0,0,0,1,0,0,0,1,0
468,汽车旅馆,小旅馆,nouns,4,3,5,4,4,5,0,4,4,1,4
469,锅,器具,nouns,3,0,4,4,3,3,3,3,2,1,1
470,吉他,小提琴,nouns,0,1,0,1,0,5,0,0,0,0,0
471,力量,威力,nouns,4,0,3,5,2,5,0,3,5,4,4
472,争论,协议,nouns,0,0,0,2,0,0,0,0,0,3,0
473,神,猎物,nouns,0,0,0,0,0,0,0,0,0,0,0
474,王座,剑,nouns,0,0,0,1,0,4,0,0,0,0,0
475,艺术品,艺术家,nouns,0,2,0,0,0,4,0,0,0,1,2
476,一分钱,尺寸,nouns,0,0,0,0,0,0,0,0,0,0,0
477,薄荷,博物馆,nouns,0,0,0,0,0,0,0,0,0,0,0
478,打,陷害,nouns,0,0,0,0,0,1,0,0,0,0,0
479,鸟,母鸡,nouns,3,2,4,1,2,3,0,0,0,1,2
480,枪,大炮,nouns,2,3,0,3,2,5,0,2,0,1,1
481,三角洲,海,nouns,0,2,0,0,0,0,0,0,0,0,1
482,霸权,全能,nouns,0,0,3,0,2,0,0,0,0,2,0
483,周末,种族,nouns,0,0,0,0,0,0,0,0,0,0,0
484,蟋蟀,支持者,nouns,0,0,0,0,0,0,0,0,0,0,0
485,苏丹,部,nouns,0,0,0,0,0,0,0,0,0,0,0
486,教学大纲,考试,nouns,0,0,0,2,0,2,0,0,0,2,0
487,犯罪,诈骗,nouns,0,4,4,3,2,4,4,3,4,1,2
488,雇主,员工,nouns,0,0,0,0,0,0,0,0,0,0,0
489,玻璃,水晶,nouns,0,0,0,1,1,5,0,0,0,2,1
490,汽车,软管,nouns,0,0,0,0,0,1,0,0,0,0,0
491,地板,天花板,nouns,0,0,0,1,0,0,0,0,0,0,0
492,骨头,颚,nouns,2,3,0,1,3,1,0,2,3,1,2
493,细胞质,数字,nouns,0,0,0,0,0,0,0,0,0,0,0
494,缺口,开口,nouns,4,5,4,5,4,4,2,3,2,4,4
495,剧院,电池,nouns,0,0,0,0,0,0,0,0,0,0,0
496,酒,红酒,nouns,4,5,5,5,3,3,3,3,3,2,5
497,死亡,葬礼,nouns,0,0,0,1,0,3,0,0,0,1,0
498,木炭,煤,nouns,3,0,0,2,6,2,0,3,3,2,2
499,身体,胸部,nouns,0,0,4,3,2,2,3,2,2,1,3
500,才能,能力,nouns,4,3,5,5,5,5,3,4,4,3,5
501,新教,基督教,nouns,5,1,6,2,2,4,0,3,1,5,3
502,屋,地毯,nouns,0,0,0,1,0,0,0,0,0,0,0
503,故障,系统,nouns,0,0,0,0,0,0,0,0,0,0,0
504,电动机,发动机,nouns,0,3,2,4,2,3,3,3,3,2,2
505,检察官,律师,nouns,3,3,4,1,1,3,0,0,1,0,1
506,危险,威胁,nouns,5,5,5,4,4,5,4,2,2,1,4
507,字,字典,nouns,0,0,0,2,0,2,0,1,0,0,0
508,小牛,公牛,nouns,3,3,4,4,2,4,3,3,5,1,3
509,沐浴,妻子,nouns,0,0,0,0,0,0,0,0,0,0,0
510,钩针编织,制服,nouns,0,0,0,2,0,3,0,0,0,0,0
511,信念,花,nouns,0,0,0,0,0,1,0,0,0,1,0
512,母鸡,火鸡,nouns,0,3,3,4,2,3,0,4,3,0,3
513,根,草,nouns,0,1,0,3,0,0,0,0,0,0,0
514,智力,洞察力,nouns,4,1,0,3,3,2,2,2,5,1,3
515,大自然,植物群,nouns,3,3,0,5,3,3,0,1,0,0,2
516,闪电攻击,攻击,nouns,5,6,5,3,3,1,3,3,5,2,2
517,酒,白兰地酒,nouns,3,5,5,5,2,5,3,3,3,1,5
518,蝴蝶,玫瑰,nouns,0,0,0,0,0,6,0,0,0,0,0
519,豆,咖啡,nouns,0,1,0,2,0,1,0,0,0,0,0
520,肥料,发展,nouns,0,0,2,2,0,0,0,0,0,2,0
521,球,球状物,nouns,3,6,4,4,2,4,3,5,5,5,3
522,历史学家,史学家,nouns,5,6,6,5,6,5,6,6,4,6,6
523,圣歌,征服,nouns,0,0,0,0,0,0,0,0,0,0,0
524,酒,威士忌酒,nouns,3,4,5,5,2,5,3,3,4,1,5
525,基质,分子,nouns,0,3,1,2,1,0,0,0,0,2,0
526,云,薄雾,nouns,3,1,3,3,3,4,2,2,5,4,2
527,蝙蝠,吸血鬼,nouns,0,2,0,0,0,2,0,0,0,1,1
528,选择,选举,nouns,4,4,4,2,2,1,3,1,6,2,1
529,牛肉,肉,nouns,2,6,5,4,2,5,3,3,3,4,3
530,情人,伴侣,nouns,3,4,6,5,6,5,6,5,6,6,5
531,大夫,医生,nouns,0,6,6,5,6,3,6,6,6,4,5
532,旅程,旅行,nouns,4,5,4,5,6,3,2,5,2,4,5
533,情绪,激情,nouns,2,5,5,4,2,3,3,3,4,3,1
534,医生,脾气,nouns,0,0,0,0,0,0,0,0,0,0,0
535,拓扑,结构,nouns,0,0,0,0,0,0,0,0,0,0,0
536,病人,复诊,nouns,0,0,0,0,0,2,0,0,0,2,0
537,旗,杆,nouns,2,3,0,1,1,1,0,0,0,5,1
538,韵律,韵律,nouns,5,4,4,4,4,3,5,5,3,3,4
539,选举权,出口,nouns,0,0,0,0,1,1,0,0,0,2,0
540,书,手稿,nouns,0,1,0,1,1,5,0,0,0,2,1
541,无知,智力,nouns,0,0,0,0,0,0,0,0,0,0,0
542,培根,豆,nouns,0,0,0,0,0,0,0,0,0,0,0
543,大学,班级,nouns,0,0,0,0,0,2,0,0,0,0,0
544,聚酯纤维,棉,nouns,0,2,5,0,4,0,0,0,0,0,0
545,流感,发热,nouns,1,3,4,1,2,2,0,3,4,1,2
546,手臂,肩膀,nouns,0,0,0,1,0,0,0,0,0,2,0
547,元,人,nouns,0,0,0,0,0,0,0,0,0,0,0
548,财富,声望,nouns,0,0,0,1,0,5,0,0,0,1,0
549,牛,家牛,nouns,4,6,5,3,3,3,3,3,3,3,3
550,马,母马,nouns,3,6,5,4,3,4,3,3,3,2,3
551,出口,门口,nouns,3,3,4,3,4,3,2,5,5,4,4
552,突变体,社会生物学,nouns,0,0,0,2,0,1,0,0,0,2,0
553,锤,牙,nouns,0,0,0,0,0,0,0,0,0,0,0
554,罪犯,犯罪者,nouns,5,6,6,6,6,4,0,6,5,4,5
555,传统,手工业,nouns,0,5,0,2,3,3,0,3,5,1,2
556,家长,成年人,nouns,2,4,4,3,2,5,3,3,5,1,3
557,智力,技巧,nouns,0,0,4,3,4,5,0,3,4,2,2
558,字,线索,nouns,0,0,2,0,0,0,0,0,0,0,0
559,赢家,目标,nouns,0,0,0,0,0,0,0,0,0,0,0
560,宗教,世俗主义,nouns,0,0,0,0,0,0,0,0,0,0,0
561,教堂,马赛克,nouns,0,0,0,0,0,0,0,0,0,0,0
562,戏法,尺寸,nouns,0,0,0,0,0,0,0,0,0,0,0
563,外交,谈判,nouns,3,3,1,2,5,3,0,0,0,2,1
564,飑,风,nouns,2,3,4,1,2,3,3,5,3,2,3
565,教室,走廊,nouns,0,0,0,0,0,3,0,0,0,0,0
566,地区,地带,nouns,3,6,6,3,6,3,5,5,4,5,5
567,小巷,碗,nouns,0,0,0,0,0,0,0,0,0,0,0
568,锡,铝,nouns,0,2,0,1,0,0,0,0,0,5,0
569,异族,外国人,nouns,4,5,3,4,4,4,0,3,5,5,4
570,奖学金,学费,nouns,0,1,0,1,0,5,0,0,0,1,0
571,农业,单种栽培,nouns,0,2,0,1,4,5,0,0,0,1,0
572,花朵,忍耐力,nouns,0,0,0,0,0,5,0,0,0,0,0
573,手指,手掌,nouns,0,0,0,3,2,3,0,3,5,1,3
574,智慧,智力,nouns,4,5,5,6,4,3,0,5,4,4,3
575,烟草,香烟,nouns,4,6,5,4,4,5,6,5,5,5,4
576,茅屋,小木屋,nouns,2,6,0,2,2,3,0,5,5,4,1
577,老鹰,猎鹰,nouns,3,6,4,5,2,3,0,3,0,4,5
578,作曲家,作家,nouns,5,0,2,0,2,3,3,3,5,4,1
579,疾病,发炎,nouns,3,4,4,3,3,3,3,3,3,2,1
580,速度,邮件,nouns,0,0,0,0,0,0,0,0,0,0,0
581,副驾驶,座舱,nouns,0,3,0,1,0,3,0,0,0,0,0
582,叔叔,阿姨,nouns,0,0,0,2,0,1,0,0,0,4,0
583,底部,基底,nouns,4,6,4,3,3,4,0,3,5,2,2
584,学院,职业,nouns,0,0,0,1,0,0,0,0,0,0,0
585,骨头,肘,nouns,0,0,0,1,0,0,0,0,0,1,1
586,操纵杆,雷达,nouns,0,0,0,0,0,1,0,0,0,0,0
587,手臂,静脉,nouns,0,0,0,1,0,0,0,0,0,0,0
588,下面,上面,nouns,0,0,0,1,0,0,0,0,0,0,0
589,便士,便宜货,nouns,0,0,0,0,0,1,0,0,0,0,0
590,海军,岛,nouns,0,0,0,0,0,1,0,0,0,0,0
591,工具,工作,nouns,0,0,0,0,0,4,0,0,0,0,0
592,约定,订婚,nouns,2,0,4,2,2,2,0,5,3,2,2
593,北方,西方,nouns,0,0,0,1,0,1,0,0,0,0,0
594,学生,教授,nouns,0,0,0,2,0,1,0,0,0,0,0
595,罪人,圣人,nouns,0,0,0,1,0,0,0,0,0,0,0
596,球,篮子,nouns,0,0,0,0,0,1,0,0,0,0,0
597,心情,情感,nouns,2,3,5,4,3,5,0,2,3,5,3
598,肚子,卧室,nouns,0,0,0,0,0,0,0,0,0,0,0
599,早餐,培根,nouns,0,0,0,1,2,1,0,0,0,1,0
600,文明,生活方式,nouns,5,0,1,3,0,1,0,3,3,0,3
601,狗,猫,nouns,0,2,0,2,0,0,0,0,0,0,1
602,信念,概念,nouns,0,3,2,2,0,1,4,0,0,2,0
603,契约,协议,nouns,3,6,5,5,6,4,5,5,5,4,3
604,雨,薄雾,nouns,0,3,0,1,0,4,0,0,0,1,0
605,小说,作家,nouns,0,0,0,0,0,1,0,0,0,0,0
606,手机,电话,nouns,6,5,6,4,6,3,3,3,6,5,3
607,军队,班,nouns,0,0,0,1,0,2,0,0,0,4,0
608,副手,军官,nouns,0,0,1,2,4,6,0,0,0,2,0
609,树,叶,nouns,0,0,0,2,0,1,0,0,0,0,0
610,排球,球,nouns,3,5,5,3,3,4,3,3,5,2,4
611,汽车,自行车,nouns,0,2,0,1,0,2,0,0,0,0,0
612,续集,相机,nouns,0,0,0,0,0,1,0,0,0,0,0
613,耐力,乐队,nouns,0,0,0,0,0,0,0,0,0,0,0
614,护士,科学家,nouns,0,0,0,1,0,0,0,0,0,0,1
615,地区,角,nouns,0,0,0,0,0,5,0,0,0,0,0
616,付款,纸币,nouns,0,0,0,3,0,3,0,3,2,0,1
617,果汁,奶昔,nouns,0,0,0,2,0,2,0,0,0,0,0
618,墙,砖,nouns,0,3,0,2,0,1,0,0,0,1,0
619,云,雾,nouns,2,3,3,2,2,2,3,3,5,1,2
620,河,溪流,nouns,3,5,5,2,2,4,3,3,5,2,5
621,轨,篱笆,nouns,0,0,0,0,0,0,0,0,0,0,0
622,映像,图像,nouns,0,4,4,2,6,4,3,1,5,3,2
623,威士忌酒,杜松子酒,nouns,0,2,0,1,2,5,0,3,2,0,3
624,喇叭,鼓,nouns,0,0,0,1,0,0,0,0,0,0,0
625,电话,小亭,nouns,0,0,0,0,0,0,0,0,0,0,0
626,香芹,松饼,nouns,0,0,0,0,0,0,0,0,0,0,0
627,钱,钻石,nouns,0,0,1,0,0,4,6,0,0,1,0
628,糖,蜜糖,nouns,3,3,0,2,1,3,3,3,5,3,2
629,衣服,布料,nouns,2,0,2,0,2,0,0,1,5,2,2
630,肚子,腰,nouns,3,2,4,3,2,0,0,1,4,1,3
631,车,胎压计,nouns,0,0,0,2,0,1,0,0,0,0,0
632,自由,自由,nouns,5,4,4,5,4,3,4,5,4,4,4
633,注意,兴趣,nouns,0,0,0,0,0,0,0,0,0,3,0
634,警察,警长,nouns,3,5,5,4,2,4,3,3,5,4,4
635,大风,毯,nouns,0,0,0,0,0,0,0,0,0,0,0
636,幸福,运气,nouns,0,0,1,4,0,4,0,0,0,0,0
637,来源,盒子,nouns,0,0,0,0,0,0,0,0,0,0,0
638,十年,世纪,nouns,0,0,0,1,0,0,0,0,0,0,1
639,猫,狮子,nouns,0,0,0,2,0,5,0,0,0,1,2
640,军队,军团,nouns,5,5,5,3,6,4,2,5,5,4,5
641,直升机,飞机,nouns,3,5,0,2,2,1,3,3,3,3,3
642,马,小马,nouns,5,4,5,3,3,5,3,3,3,1,3
643,牛仔裤,女人,nouns,0,0,0,0,0,1,0,0,0,0,0
644,对手,对手,nouns,5,5,4,5,5,5,6,5,6,4,5
645,天花板,大教堂,nouns,0,0,0,1,0,0,0,0,0,0,0
646,蜜蜂,女王,nouns,0,0,0,0,0,0,0,0,0,0,0
647,眼睛,眼泪,nouns,0,0,0,0,0,3,0,0,0,2,0
648,手臂,手腕,nouns,0,0,0,0,0,0,0,0,0,1,0
649,篱笆,跳跃,nouns,0,0,0,0,0,0,0,0,0,0,0
650,书,资料,nouns,0,2,4,1,2,2,0,4,3,3,1
651,屏蔽,小圆盾,nouns,0,0,0,0,2,0,0,0,0,1,0
652,天神,心靈,nouns,0,0,0,0,0,0,0,0,0,0,0
653,交流,交谈,nouns,4,6,5,4,4,6,5,5,5,5,4
654,地区,区域,nouns,5,6,5,5,5,5,6,4,5,5,6
655,喷嘴,流体,nouns,0,0,0,0,0,0,0,0,0,0,0
656,交流,语言,nouns,0,2,1,0,0,3,0,0,0,1,0
657,赛跑运动员,运动员,nouns,3,5,5,3,0,6,3,3,4,1,3
658,客串角色,性能,nouns,0,0,0,1,0,0,0,0,0,0,0
659,悲伤,羞愧,nouns,0,5,0,1,0,5,0,0,0,0,0
660,玉米,玉米,nouns,6,6,6,6,6,6,6,6,5,6,6
661,火车,电车,nouns,0,4,2,2,2,4,0,1,2,1,2
662,冬天,夏天,nouns,0,0,0,1,0,0,0,0,0,0,0
663,四轮货运马车,容器,nouns,0,0,0,0,0,2,0,0,0,0,0
664,十四行诗,美,nouns,0,0,0,1,0,0,0,0,0,0,0
665,朋友,家伙,nouns,0,4,0,2,2,0,3,0,0,0,2
666,枪,黎明,nouns,0,0,0,0,0,0,0,0,0,0,0
667,家,州,nouns,0,0,0,0,0,0,0,0,0,0,0
668,房间,大厦,nouns,0,0,0,1,0,1,0,0,0,0,0
669,罐,瓶子,nouns,5,5,2,0,2,3,0,3,5,0,3
670,发烧,疾病,nouns,0,5,4,1,2,5,0,3,3,0,2
671,天神,魔鬼,nouns,0,0,0,1,0,0,0,0,0,0,0
672,女人,毛,nouns,0,0,0,0,0,0,0,0,0,0,0
673,平面,大薄片,nouns,0,0,0,2,0,0,0,0,0,0,1
674,啤酒,饮品,nouns,0,4,4,3,2,3,3,3,3,1,2
675,传说,道德,nouns,0,0,0,0,0,0,0,0,0,0,0
676,船,甲板,nouns,0,2,0,2,0,2,1,0,0,1,0
677,船,锚,nouns,0,0,0,2,0,2,1,0,0,1,0
678,货车,邮包,nouns,0,0,0,1,0,0,0,0,0,0,0
679,门,地板,nouns,0,0,0,0,0,0,0,0,0,0,0
680,行为主义,治疗,nouns,0,0,0,0,0,0,0,0,0,0,0
681,老鼠,管理,nouns,0,0,0,0,0,0,0,0,0,0,0
682,手提电脑,笔记本,nouns,6,6,5,1,1,5,3,3,6,5,5
683,钱包,袋,nouns,0,2,1,1,1,3,1,0,0,1,0
684,大麻,草药,nouns,2,1,5,3,3,4,2,2,3,1,3
685,小学生,总统,nouns,0,0,0,0,0,0,0,0,0,0,0
686,走道,走廊,nouns,4,5,6,5,6,4,6,6,5,4,5
687,苹果,柠檬,nouns,0,0,0,1,0,0,0,0,0,0,1
688,屋顶,地板,nouns,0,0,0,1,0,0,0,0,0,0,0
689,鸡,米饭,nouns,0,0,0,0,0,0,0,0,0,0,0
690,肌肉,舌头,nouns,2,1,0,2,1,2,1,0,0,0,0
691,付款,奖励,nouns,0,0,0,0,1,0,0,0,0,0,0
692,房屋,锁匙,nouns,0,0,0,0,0,0,0,0,0,0,0
693,洗手间,厨房,nouns,0,0,0,0,0,2,0,0,0,0,0
694,战役,征服,nouns,0,3,0,0,0,1,0,0,0,2,0
695,新娘,公主,nouns,0,0,0,0,1,0,0,0,0,1,0
696,肌肉,舌头,nouns,1,1,0,1,0,1,0,0,0,0,0
697,肚皮,腹部,nouns,0,6,2,3,3,0,2,5,4,3,4
698,晚上,黎明,nouns,0,0,0,0,0,0,0,0,0,1,0
699,雨,冰雹,nouns,0,3,0,0,2,3,0,2,3,0,3
700,预言家,牧师,nouns,0,0,0,1,0,1,0,0,0,0,1
701,日落,线,nouns,0,0,0,0,0,0,0,0,0,0,0
702,走道,大厅,nouns,0,0,0,0,0,1,0,0,0,0,1
703,床,医院,nouns,0,0,0,2,0,1,0,0,0,0,2
704,汽车,桥,nouns,0,0,0,0,0,1,0,0,0,0,1
705,农业,植物,nouns,0,3,0,0,2,0,0,3,1,1,3
706,生态系统,经济,nouns,0,0,0,0,0,0,0,0,0,0,0
707,枪,笔记本,nouns,0,0,0,0,0,0,0,0,0,0,0
708,书,文章,nouns,4,3,4,4,3,4,3,4,4,4,4
709,肉,培根,nouns,2,3,5,2,4,5,0,5,5,1,3
710,椅子,凳子,nouns,6,6,6,5,6,5,6,5,5,6,5
711,傍晚,黄昏,nouns,4,5,6,6,4,4,6,6,6,1,6
712,岛,任务,nouns,0,0,0,0,0,0,0,0,0,0,0
713,雪,天气,nouns,0,1,0,2,2,4,0,3,3,1,3
714,壁,城堡,nouns,0,0,0,1,2,2,0,0,0,0,1
715,加冕礼,水,nouns,0,0,0,1,0,0,0,0,0,0,0
716,金属,铝,nouns,3,3,5,3,3,4,3,3,3,1,2
717,貂,毛,nouns,0,2,0,0,0,0,0,0,0,1,2
718,王冠,锁匙,nouns,0,0,0,0,0,0,0,0,0,0,0
719,门,地窖,nouns,0,0,0,1,0,1,0,0,0,0,2
720,联合,甘蔗,nouns,0,0,0,0,0,0,0,0,0,0,0
721,暴动,画画,nouns,0,0,0,0,0,0,0,0,0,0,1
722,歌曲,故事,nouns,0,0,3,1,0,0,0,0,0,1,0
723,电视,演员,nouns,0,0,0,0,0,4,0,0,0,1,2
724,政治家,总统,nouns,3,3,5,1,3,5,0,3,5,2,4
725,算术,韵律,nouns,0,0,0,1,0,0,0,0,0,0,0
726,信念,意见,nouns,0,0,1,0,1,0,0,0,0,1,2
727,镜片,相机,nouns,0,0,0,1,0,0,0,0,0,1,3
728,腿,手臂,nouns,0,0,0,1,0,2,0,0,0,0,2
729,水,冰,nouns,0,4,0,3,2,4,0,3,5,1,2
730,软管,花园,nouns,0,0,0,0,0,0,0,0,0,0,0
731,西洋棋,检查,nouns,0,0,0,0,0,2,0,0,0,0,0
732,谷物,小麦,nouns,0,5,4,3,4,5,2,3,3,4,3
733,营地,舱,nouns,0,0,0,2,0,0,0,0,0,0,0
734,窗口,屋顶,nouns,0,0,0,1,0,0,0,0,0,0,1
735,试验,测试,nouns,3,0,6,3,6,5,2,5,6,5,5
736,环,带,nouns,0,4,6,2,3,4,0,6,5,3,2
737,酒,世纪,nouns,0,0,0,0,0,0,0,0,0,0,0
738,安慰,安全,nouns,0,0,0,1,0,0,0,0,0,0,0
739,争论,批评,nouns,0,1,3,2,0,3,0,0,0,2,1
740,代数,手术,nouns,0,0,0,0,0,0,0,0,0,0,0
741,女人,妻子,nouns,0,1,4,3,3,5,3,3,5,5,2
742,父亲,女儿,nouns,0,0,0,1,0,0,0,0,0,0,1
743,无畏舰,主力舰,nouns,0,3,5,1,3,6,0,3,4,1,1
744,人,儿童,nouns,2,3,3,2,2,4,3,3,3,0,1
745,女人,秘书,nouns,0,0,1,0,0,6,0,0,0,0,1
746,晚餐,餐,nouns,5,3,5,3,3,3,3,3,5,1,3
747,南,北,nouns,0,0,0,1,0,0,0,0,0,0,1
748,书,故事,nouns,4,0,4,2,2,4,0,3,4,2,3
749,虚无主义,电影,nouns,0,0,0,1,0,5,0,0,0,0,0
750,沐浴,气球,nouns,0,0,0,0,0,0,0,0,0,0,0
751,意见,选择,nouns,0,0,3,2,0,5,0,0,0,2,0
752,手臂,脖子,nouns,0,0,0,1,0,0,0,0,0,0,1
753,栅栏,笼子,nouns,0,2,3,1,1,3,0,2,3,1,3
754,枪,毛,nouns,0,0,0,0,0,0,0,0,0,0,0
755,人群,束,nouns,0,0,0,0,0,0,0,0,0,0,0
756,云,天气,nouns,0,4,1,3,2,4,0,3,4,0,3
757,合唱,歌手,nouns,3,3,0,0,2,3,2,0,3,1,1
758,生气,狂怒,nouns,3,6,4,5,5,5,2,3,4,4,3
759,受害者,电话,nouns,0,0,0,0,0,0,0,0,0,0,0
760,悬崖,尾巴,nouns,0,0,0,0,0,0,0,0,0,0,0
761,麻布,布,nouns,2,0,5,3,2,5,3,3,5,4,1
762,货币,交换,nouns,0,0,0,0,2,2,0,0,0,5,2
763,身体,脊柱,nouns,0,0,3,0,2,1,2,1,4,1,1
764,毛毛雨,雨,nouns,3,2,5,5,2,5,3,3,3,3,3
765,雪,风暴,nouns,0,2,2,1,0,1,0,0,0,2,1
766,苹果,果汁,nouns,3,1,0,1,2,0,0,4,4,0,1
767,单身牢房,锁起来,nouns,0,5,0,0,3,0,0,2,0,0,2
768,小行星,星,nouns,2,4,4,2,2,4,3,3,3,3,3
769,鳟鱼,吉他,nouns,0,0,0,0,0,0,0,0,0,0,0
770,歌手,员工,nouns,0,0,0,1,3,0,0,0,0,0,0
771,乐队,管弦乐队,nouns,3,6,5,5,2,5,3,3,4,3,4
772,头脑,大脑,nouns,5,6,4,4,0,6,5,6,6,2,5
773,插曲,章节,nouns,0,1,0,1,0,5,0,0,0,1,2
774,原木,木材,nouns,4,4,5,4,5,5,3,3,5,2,5
775,剑,环境,nouns,0,0,0,0,0,4,0,0,0,0,0
776,主意,形象,nouns,0,0,0,0,0,0,0,0,0,0,0
777,病菌,病原,nouns,4,0,4,4,2,6,3,6,4,1,3
778,空气,氦气,nouns,4,3,4,3,2,4,0,3,4,0,2
779,电池,能量,nouns,0,0,1,3,2,5,0,2,0,3,3
780,半岛,岛,nouns,3,4,5,3,3,6,3,3,5,1,5
