word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
规则,惯例,非常相似,相似,非常相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
苍蝇,蚂蚁,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立
骨头,牙齿,中立,相似,相似,中立,相似,中立,中立,不相似,中立,相似,中立,中立,中立,中立,中立
力量,能力,相似,相似,非常相似,相似,相似,相似,非常相似,非常相似,相似,相似,相似,非常相似,相似,相似,相似
床,毯子,中立,中立,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,中立,中立,不相似
便条,作业,不相似,非常不相似,非常不相似,不相似,不相似,不相似,非常不相似,不相似,不相似,非常不相似,非常不相似,非常不相似,不相似,不相似,不相似
汽车,货车,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
身体,胸部,相似,相似,非常相似,相似,相似,相似,相似,相似,相似,相似,非常相似,相似,相似,相似,相似
商业,工业,相似,中立,相似,相似,相似,相似,相似,相似,相似,中立,相似,相似,相似,相似,相似
肾,器官,相似,相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,相似,非常相似,相似,非常相似,非常相似,非常相似
晚上,章节,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
大麻,草药,相似,中立,中立,中立,相似,相似,中立,相似,相似,相似,中立,中立,中立,相似,中立
重新安葬,坟墓,相似,相似,相似,中立,相似,相似,不相似,相似,中立,中立,相似,中立,相似,相似,中立
人,一分钱,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
恶意软件,蠕虫,相似,相似,相似,非常相似,非常相似,相似,相似,非常相似,非常相似,相似,相似,相似,相似,相似,非常相似
人物,人,相似,相似,非常相似,非常相似,非常相似,相似,非常相似,非常相似,相似,相似,相似,非常相似,非常相似,非常相似,非常相似
爆玉米花,电影,中立,中立,中立,中立,中立,相似,中立,相似,中立,中立,中立,中立,中立,中立,中立
蝴蝶,玫瑰,不相似,中立,中立,不相似,不相似,不相似,中立,中立,中立,中立,不相似,不相似,不相似,中立,中立
自行车,卧室,非常不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
鸵鸟,果园,非常不相似,不相似,不相似,非常不相似,不相似,不相似,非常不相似,不相似,不相似,不相似,非常不相似,非常不相似,非常不相似,不相似,不相似
蜥蜴,鳄鱼,相似,中立,相似,相似,中立,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
河流,大海,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
领导,经理,相似,相似,非常相似,非常相似,相似,非常相似,非常相似,非常相似,非常相似,非常相似,相似,非常相似,非常相似,非常相似,非常相似
容器,老鼠,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
司机,飞行员,中立,中立,中立,中立,中立,中立,中立,中立,中立,相似,中立,中立,中立,中立,中立
检察官,律师,相似,相似,非常相似,相似,相似,非常相似,相似,相似,相似,相似,相似,非常相似,相似,非常相似,相似
眉头,眼睛,相似,中立,相似,相似,相似,相似,相似,相似,相似,中立,相似,相似,相似,相似,相似
米,码,相似,非常相似,非常相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
队长,水手,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,不相似
工人,机械师,中立,中立,相似,相似,相似,相似,相似,相似,相似,相似,相似,中立,相似,相似,相似
首词,句法,非常不相似,不相似,非常不相似,非常不相似,不相似,不相似,非常不相似,不相似,不相似,不相似,非常不相似,非常不相似,非常不相似,不相似,非常不相似
海军,军队,相似,相似,非常相似,相似,非常相似,相似,相似,相似,相似,相似,相似,相似,非常相似,非常相似,非常相似
车,出租车,相似,非常相似,相似,相似,相似,非常相似,相似,相似,相似,非常相似,相似,相似,相似,非常相似,相似
公式,日志,非常不相似,不相似,非常不相似,非常不相似,不相似,不相似,非常不相似,不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,不相似,非常不相似
飞机,机场,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,不相似,中立,不相似
云,薄雾,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
密码,标志,非常不相似,不相似,非常不相似,非常不相似,不相似,不相似,非常不相似,不相似,非常不相似,不相似,非常不相似,非常不相似,不相似,不相似,不相似
手臂,脖子,相似,中立,相似,中立,中立,相似,相似,相似,相似,相似,中立,中立,相似,相似,相似
词,页,非常不相似,不相似,非常不相似,非常不相似,不相似,不相似,非常不相似,不相似,非常不相似,非常不相似,不相似,非常不相似,不相似,非常不相似,不相似
航空电子学,航空学,相似,相似,相似,相似,相似,相似,非常相似,相似,相似,相似,相似,相似,相似,相似,相似
飞机场,片,非常不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
历史学家,史学家,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
篱笆,跳跃,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
后世,炼狱,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似
电动机,发动机,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,相似,非常相似,非常相似,非常相似,非常相似,非常相似
猫,兔子,中立,中立,中立,中立,中立,中立,中立,中立,中立,相似,中立,中立,中立,中立,中立
蜜蜂,蚂蚁,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
暴民,人群,不相似,中立,相似,中立,中立,中立,相似,中立,中立,中立,相似,不相似,中立,中立,中立
烟草,香烟,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
花,灌木,中立,中立,中立,中立,中立,不相似,相似,中立,中立,中立,中立,中立,中立,中立,中立
徽章,玻璃,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,不相似
鼻子,嘴巴,中立,中立,中立,中立,相似,中立,相似,中立,中立,相似,中立,中立,中立,相似,中立
环球航行,行李,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,非常不相似,不相似
智力,洞察力,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
手,脚,中立,相似,中立,相似,相似,中立,相似,中立,中立,相似,中立,中立,中立,中立,中立
风尚,时装,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
证明,事实,相似,相似,相似,相似,中立,相似,相似,相似,相似,相似,相似,相似,相似,中立,相似
生物学家,显微镜,不相似,中立,中立,中立,不相似,不相似,不相似,不相似,不相似,中立,中立,不相似,不相似,相似,中立
仆人,奴隶,中立,不相似,相似,中立,中立,中立,相似,中立,中立,中立,相似,中立,中立,相似,中立
肌肉,舌头,中立,中立,中立,中立,中立,中立,相似,中立,中立,中立,中立,中立,中立,中立,中立
数学家,节目,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
代码,符号,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
乳制品,蜜糖,不相似,中立,中立,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似
雪,冰,相似,相似,非常相似,相似,相似,相似,相似,相似,相似,相似,非常相似,相似,相似,相似,非常相似
酒,白兰地酒,相似,非常相似,非常相似,相似,相似,相似,非常相似,相似,相似,相似,相似,相似,相似,非常相似,非常相似
价值观,信念,非常相似,非常相似,非常相似,非常相似,相似,相似,非常相似,相似,非常相似,相似,相似,相似,相似,相似,相似
雪,天气,中立,中立,中立,中立,中立,中立,中立,不相似,中立,中立,中立,中立,中立,中立,中立
手指,手掌,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
价值,价格,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
秒,分钟,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,非常相似,相似,非常不相似
一分钱,尺寸,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
逻辑,算术,中立,不相似,中立,中立,中立,中立,中立,不相似,不相似,不相似,中立,中立,中立,中立,不相似
牛,家牛,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
人群,束,不相似,非常不相似,不相似,不相似,不相似,不相似,不相似,非常不相似,不相似,非常不相似,不相似,非常不相似,不相似,不相似,不相似
云,窗口,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
大主教,主教,非常相似,非常相似,相似,非常相似,相似,相似,相似,相似,相似,非常相似,相似,相似,相似,相似,相似
世纪,年,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,非常相似,相似,相似
行动,课程,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似
身体,肚子,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
暴风雨,飓风,相似,非常相似,相似,非常相似,非常相似,非常相似,非常相似,非常相似,相似,非常相似,非常相似,非常相似,非常相似,非常相似,相似
指甲,手,中立,相似,中立,不相似,不相似,中立,相似,不相似,不相似,中立,中立,不相似,中立,相似,不相似
衣服,壁橱,不相似,不相似,中立,不相似,中立,中立,中立,不相似,中立,不相似,中立,中立,不相似,中立,中立
男孩,孩子,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
大气层,臭氧,相似,相似,相似,中立,相似,相似,相似,中立,中立,相似,相似,相似,相似,不相似,相似
意见,主意,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
契约,协议,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
磁盘,电脑,中立,不相似,中立,中立,不相似,不相似,不相似,不相似,不相似,不相似,中立,不相似,不相似,不相似,不相似
晚餐,汤,中立,相似,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,不相似
水,盐,不相似,不相似,不相似,不相似,不相似,不相似,不相似,非常不相似,非常不相似,不相似,非常不相似,不相似,不相似,不相似,非常不相似
男人,嫌疑人,不相似,不相似,不相似,不相似,不相似,中立,不相似,中立,不相似,不相似,不相似,不相似,不相似,不相似,不相似
朋友,宾客,相似,中立,相似,相似,相似,相似,中立,相似,相似,中立,相似,相似,相似,中立,相似
衣服,布料,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
家伙,帅哥,中立,中立,中立,中立,相似,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立
吉他,鼓,中立,中立,中立,中立,中立,中立,中立,中立,中立,不相似,中立,中立,中立,不相似,中立
歌剧,电影,相似,中立,中立,中立,中立,不相似,中立,中立,中立,中立,中立,相似,中立,中立,相似
海军,岛,不相似,不相似,不相似,不相似,不相似,非常不相似,不相似,不相似,不相似,非常不相似,不相似,不相似,不相似,非常不相似,不相似
大自然,植物群,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
犯罪,违反,非常相似,相似,相似,相似,非常相似,非常相似,相似,非常相似,相似,相似,相似,非常相似,相似,相似,非常相似
橡木,枫木,非常相似,相似,相似,非常相似,非常相似,相似,相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
蝙蝠,吸血鬼,中立,中立,不相似,中立,中立,非常不相似,中立,中立,中立,中立,中立,中立,中立,中立,中立
伞,暖炉,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
财富,声望,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立
生日,日期,相似,相似,相似,相似,相似,相似,非常相似,相似,相似,相似,相似,相似,相似,相似,相似
副驾驶,座舱,相似,相似,中立,相似,相似,中立,相似,相似,相似,相似,相似,相似,相似,相似,相似
传感器,散热器,不相似,不相似,非常不相似,中立,不相似,非常不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,非常不相似,不相似
学校,年级,中立,相似,中立,相似,中立,非常相似,中立,相似,相似,中立,中立,不相似,相似,相似,中立
歌曲,演员,不相似,不相似,不相似,不相似,不相似,非常不相似,不相似,不相似,不相似,非常不相似,不相似,不相似,不相似,非常不相似,不相似
花朵,忍耐力,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
面包,小麦粉,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
昆虫,蜜蜂,相似,相似,相似,相似,相似,相似,相似,非常相似,非常相似,相似,相似,非常相似,相似,相似,非常相似
喇叭,鼓,中立,中立,中立,中立,中立,中立,中立,不相似,中立,中立,中立,不相似,中立,不相似,中立
心情,情感,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
传记,小说,中立,中立,不相似,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立
活塞,发动机,相似,相似,中立,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
人口,人,相似,相似,非常相似,相似,相似,相似,非常相似,相似,相似,相似,相似,相似,相似,相似,相似
飞机,喷气式飞机,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,相似,非常相似,非常相似,非常相似,相似,非常相似
容器,静脉,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似
地板,甲板,相似,中立,相似,相似,中立,相似,中立,相似,相似,相似,相似,相似,相似,中立,相似
南,北,不相似,非常不相似,非常不相似,不相似,非常不相似,非常不相似,不相似,不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
纱,线,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
房间,单身牢房,相似,中立,相似,中立,中立,相似,相似,相似,中立,中立,相似,相似,中立,中立,中立
下面,侧面,不相似,不相似,不相似,不相似,不相似,不相似,中立,中立,中立,不相似,不相似,中立,不相似,不相似,中立
公司,企业,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
音节,词元,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,不相似,不相似
律师,画廊,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
男人,武士,中立,中立,相似,中立,中立,中立,相似,中立,中立,中立,中立,中立,中立,中立,中立
城镇,城市,非常相似,相似,非常相似,非常相似,非常相似,相似,非常相似,非常相似,相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
蛇,蜥蜴,相似,相似,相似,相似,中立,相似,相似,相似,相似,相似,相似,相似,相似,中立,相似
地图,广场,非常不相似,非常不相似,非常不相似,非常不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,不相似,不相似,不相似,不相似,不相似
锡,铝,相似,相似,中立,相似,相似,相似,相似,相似,相似,中立,中立,相似,相似,中立,中立
水平,得分,中立,中立,不相似,中立,中立,中立,中立,中立,中立,中立,不相似,中立,中立,中立,不相似
门,门口,中立,中立,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
指甲,拇指,不相似,不相似,不相似,不相似,不相似,中立,不相似,不相似,中立,不相似,不相似,中立,不相似,不相似,不相似
甲板,老鼠,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
大厦,雕塑家,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
单身牢房,锁起来,中立,相似,中立,中立,中立,中立,不相似,非常不相似,中立,相似,不相似,中立,不相似,中立,中立
王冠,锁匙,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
电线,软线,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
图表,图解,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
成年人,监护人,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立
翻译者,外国人,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似
月亮,行星,不相似,相似,相似,相似,相似,相似,中立,中立,不相似,相似,中立,相似,中立,相似,相似
歌谣,歌曲,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
钱包,袋,相似,相似,相似,相似,相似,中立,相似,相似,相似,相似,相似,相似,中立,相似,相似
键盘,光,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
冬天,夏天,不相似,不相似,中立,不相似,中立,不相似,中立,不相似,不相似,中立,不相似,不相似,中立,中立,不相似
菜单,点菜,相似,相似,相似,中立,相似,相似,中立,相似,中立,相似,相似,相似,中立,相似,相似
血液,肉,不相似,中立,中立,不相似,中立,不相似,不相似,不相似,不相似,中立,中立,中立,不相似,不相似,不相似
新娘,公主,不相似,中立,不相似,不相似,不相似,中立,不相似,不相似,不相似,不相似,不相似,不相似,中立,不相似,不相似
任务,稻草,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
裁判官,法官,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,相似,相似
分界线,国境,相似,相似,相似,相似,相似,相似,相似,相似,非常相似,非常相似,相似,相似,非常相似,相似,相似
书,正文,相似,相似,相似,中立,中立,相似,相似,相似,相似,相似,中立,中立,中立,相似,中立
癌症,疾病,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
优雅,风格,中立,中立,相似,中立,中立,中立,中立,相似,中立,中立,中立,中立,相似,相似,中立
星,明亮,不相似,中立,中立,中立,不相似,中立,不相似,不相似,不相似,中立,不相似,不相似,不相似,中立,中立
失败,使气馁,相似,相似,中立,中立,不相似,相似,中立,不相似,中立,相似,中立,中立,不相似,中立,中立
掩盖,保护,中立,中立,中立,中立,中立,相似,不相似,中立,中立,相似,中立,中立,中立,中立,相似
偷,购买,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
说话,低语,相似,相似,非常相似,相似,相似,相似,非常相似,相似,非常相似,相似,相似,相似,相似,非常相似,相似
提醒,忘记,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
问,求情,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,中立,中立,不相似,不相似
听,听见,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
侮辱,得罪,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
完成,毕业,相似,非常相似,相似,相似,非常相似,相似,非常相似,非常相似,相似,非常相似,相似,相似,相似,相似,相似
玩,搏斗,不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
搜索,看,不相似,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,不相似,中立,中立
告诉,提醒,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
攻击,加剧,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,中立,中立,不相似,中立,中立,不相似,不相似
接受,原谅,中立,中立,中立,中立,中立,中立,相似,中立,中立,中立,中立,中立,中立,中立,中立
创建,做,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
戏弄,伤害,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,中立,不相似,不相似,不相似
腐烂,毁灭,中立,中立,相似,不相似,不相似,不相似,中立,中立,中立,相似,相似,中立,中立,中立,中立
找到,消失,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
断绝亲子关系,疏忽,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,中立,不相似,不相似,不相似
记得,想,相似,中立,中立,中立,相似,中立,相似,相似,相似,相似,相似,相似,相似,相似,相似
接受,承认,相似,相似,相似,相似,相似,相似,非常相似,相似,相似,相似,相似,相似,非常相似,相似,相似
给,偷,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
咬,搏斗,不相似,不相似,不相似,不相似,非常不相似,不相似,不相似,不相似,不相似,不相似,不相似,中立,不相似,不相似,不相似
成功,失败,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
说谎,装作,相似,中立,相似,相似,中立,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
聚集,收集,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
出席,到达,中立,中立,中立,相似,中立,中立,中立,相似,中立,中立,中立,相似,中立,中立,相似
做,戒除,非常不相似,不相似,非常不相似,非常不相似,不相似,不相似,非常不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,不相似,非常不相似
批评,讨厌,不相似,中立,中立,不相似,中立,中立,中立,中立,中立,不相似,不相似,中立,中立,中立,中立
离开,参加,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
搜索,狩猎,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立
逃跑,逃走,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
杀,防守,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
打,吸引,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
使心烦,受伤,不相似,中立,不相似,不相似,中立,中立,中立,中立,中立,不相似,不相似,中立,中立,中立,不相似
讨论,说明,中立,相似,中立,中立,中立,中立,相似,中立,相似,相似,中立,中立,中立,中立,中立
忽略,避免,不相似,中立,不相似,中立,相似,中立,相似,中立,相似,中立,不相似,相似,相似,不相似,中立
使灰心,使气馁,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似,非常相似
追求,说服,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似,不相似
离开,徘徊,非常不相似,不相似,非常不相似,非常不相似,不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,不相似,非常不相似,非常不相似,不相似,不相似
羞辱,安慰,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
停,驾驶,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似
傻笑,大笑,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,中立,相似,相似,相似,相似
允许,反驳,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,不相似,非常不相似,非常不相似,非常不相似,非常不相似,非常不相似,不相似,非常不相似,非常不相似,非常不相似
搜索,查询,相似,相似,相似,相似,非常相似,相似,相似,相似,非常相似,相似,相似,相似,相似,相似,非常相似
离开,忽略,不相似,不相似,不相似,不相似,中立,不相似,不相似,不相似,不相似,不相似,不相似,中立,不相似,中立,不相似
分数,评分,中立,相似,相似,相似,相似,中立,相似,相似,相似,相似,相似,相似,相似,相似,相似
分析,评估,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似,相似
出席,争论,不相似,非常不相似,不相似,非常不相似,非常不相似,不相似,非常不相似,非常不相似,不相似,非常不相似,不相似,不相似,非常不相似,非常不相似,非常不相似
步行,站立,不相似,不相似,中立,不相似,不相似,中立,不相似,不相似,中立,不相似,中立,中立,不相似,不相似,不相似
混合,溶解,中立,相似,中立,中立,相似,相似,相似,中立,相似,相似,相似,相似,相似,中立,中立
收藏,保存,相似,相似,相似,非常相似,相似,相似,相似,相似,非常相似,相似,非常相似,相似,非常相似,相似,相似
