word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
接受,原谅,3,3,3,2,3,3,4,3,3,3,2,2,3,3,3
创建,做,4,4,4,4,4,3,5,3,5,4,4,4,4,4,4
戏弄,伤害,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3
腐烂,毁灭,3,3,3,3,2,2,3,3,3,2,3,2,3,3,2
找到,消失,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
断绝亲子关系,疏忽,2,1,1,1,1,2,2,2,2,1,1,1,2,2,1
记得,想,5,5,5,5,4,3,4,5,4,5,5,5,5,5,5
接受,承认,5,5,5,4,5,4,5,5,5,5,4,5,4,5,4
给,偷,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0
咬,搏斗,2,2,2,1,2,1,2,1,2,1,1,1,2,2,2
成功,失败,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
说谎,装作,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4
聚集,收集,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5
出席,到达,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4
做,戒除,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
批评,讨厌,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
离开,参加,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
搜索,狩猎,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3
逃跑,逃走,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
杀,防守,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
打,吸引,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
使心烦,受伤,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
讨论,说明,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4
忽略,避免,3,3,4,4,3,3,3,3,3,3,3,3,3,4,3
使灰心,使气馁,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6
追求,说服,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2
离开,徘徊,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
羞辱,安慰,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
停,驾驶,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
傻笑,大笑,4,4,4,4,4,4,4,4,3,3,5,4,4,4,4
允许,反驳,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
搜索,查询,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
离开,忽略,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2
分数,评分,5,5,5,5,5,4,4,5,4,5,5,5,5,4,5
分析,评估,4,5,5,5,5,5,5,5,5,4,4,5,4,5,4
出席,争论,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
步行,站立,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1
混合,溶解,3,4,4,2,3,3,3,2,3,3,4,2,3,3,3
收藏,保存,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
拿,交付,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2
做,赚,3,2,3,3,3,1,3,2,2,2,3,3,2,3,2
捏,用拳猛击,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1
放开,按下,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1
担心,浪费,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
知道,理解,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5
选择,挑选,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
了解,原谅,3,3,3,3,2,2,2,2,3,2,3,2,2,2,2
借,乞求,2,2,2,2,2,2,3,2,2,3,2,2,2,3,3
拿,拥有,4,4,4,3,3,3,4,3,3,4,3,4,3,2,2
离开,留,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
到达,离开,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
创建,潜水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
享受,娱乐,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
建议,劝告,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
编织,移动,2,2,1,1,2,1,2,1,1,1,2,1,1,1,1
运输,电梯,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1
留,保留,5,5,6,6,5,5,6,6,6,5,6,5,5,6,6
同意,争论,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
选择,选举,5,3,4,5,4,4,5,4,4,3,3,5,3,4,5
假设,预测,3,2,2,2,2,2,3,3,3,2,2,3,2,2,2
欲望,想要,5,5,5,6,5,5,6,5,5,5,5,6,6,5,5
赦免,原谅,6,5,6,6,5,5,6,6,6,6,6,6,5,6,6
啜,大口地吃,4,1,3,3,2,3,3,2,2,3,3,2,2,3,3
驱逐,离开,2,2,2,4,3,3,2,3,3,2,4,3,3,4,4
坠落,伤害,1,1,1,2,2,2,2,1,2,1,1,1,1,2,2
成功,尝试,2,1,2,3,3,2,1,3,2,3,2,2,2,3,3
承诺,发誓,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5
带来,抱怨,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1
成长,增加,4,3,4,4,4,4,5,4,4,4,5,4,4,4,5
让,允许,6,6,6,6,6,5,6,5,6,6,6,6,6,6,6
敬礼,演出,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1
聚集,见面,2,2,3,3,3,3,2,2,3,2,2,3,2,3,3
生活,生存,5,5,5,5,6,5,6,6,5,5,6,6,5,6,6
安排,组织,5,4,4,5,5,4,5,4,4,4,5,5,4,5,5
降低,减少,6,5,5,6,6,5,6,5,5,6,6,5,5,6,5
找到,逃逸,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
珍爱,保持,2,2,2,2,3,3,3,3,2,3,3,3,2,3,3
给,知道,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
装作,似乎,3,4,3,3,4,4,4,4,4,2,4,3,4,4,4
花费,节约,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1
拖着脚走,骑,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
煮沸,炒,2,3,2,2,2,3,2,2,2,2,2,3,2,3,3
漂移,流,4,4,4,4,4,4,5,5,4,4,4,4,5,4,4
知道,相信,4,4,3,3,3,5,4,4,5,3,3,5,3,4,4
举起,提高,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
发射,发送,3,3,4,4,3,4,3,3,3,3,3,3,4,3,3
竞争,完成,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1
抖动,搅拌,3,4,4,3,5,3,4,4,4,4,4,4,4,4,4
给,断绝亲子关系,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
参与,加入,5,5,5,5,6,5,6,6,5,5,5,5,5,5,5
走,发送,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
获得,偷,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3
发光,照耀,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
提醒,卖,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
争论,叫喊,3,2,2,2,2,3,3,3,2,2,2,2,3,3,2
收到,接受,5,6,5,6,5,6,6,6,6,5,6,5,6,6,6
混合,联合,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
控制,停止,2,3,2,2,3,2,2,2,3,2,3,2,2,2,2
做,发生,3,2,2,2,2,3,2,2,2,3,2,2,2,3,2
离开,走开,5,5,6,6,6,6,6,6,5,6,6,6,5,5,5
读,理解,4,4,3,4,4,5,4,3,4,3,3,4,4,4,4
装作,想像,3,3,2,3,3,3,3,3,2,3,2,3,3,3,3
跟随,追逐,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
加,除,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0
