,word1,word2,pred_sl,pred_sd,act_sl,act_sd,pred_act_gap
434,让,允许,5.87,0.35,3.45,0.97,2.42
435,敬礼,演出,0.8,0.41,0.0,0.0,0.8
436,聚集,见面,2.53,0.52,0.64,1.07,1.8899999999999997
437,生活,生存,5.47,0.52,2.45,1.35,3.0199999999999996
438,安排,组织,4.53,0.52,0.82,1.75,3.7100000000000004
439,降低,减少,5.47,0.52,3.82,1.99,1.65
440,找到,逃逸,0.8,0.41,0.0,0.0,0.8
441,珍爱,保持,2.6,0.51,0.45,1.08,2.15
442,给,知道,0.13,0.35,0.0,0.0,0.13
443,装作,似乎,3.6,0.63,0.27,0.95,3.33
444,花费,节约,0.47,0.52,0.64,1.16,-0.17000000000000004
445,拖着脚走,骑,0.0,0.0,0.0,0.0,0.0
446,煮沸,炒,2.33,0.49,0.73,1.49,1.6
447,漂移,流,4.2,0.41,2.0,1.63,2.2
448,知道,相信,3.8,0.77,0.91,1.41,2.8899999999999997
449,举起,提高,5.0,0.0,3.55,1.29,1.4500000000000002
450,发射,发送,3.27,0.46,2.91,2.16,0.3599999999999999
451,竞争,完成,1.2,0.41,0.0,0.0,1.2
452,抖动,搅拌,3.87,0.52,1.91,1.37,1.9600000000000002
453,给,断绝亲子关系,0.0,0.0,0.0,0.0,0.0
454,参与,加入,5.2,0.41,4.18,0.84,1.0200000000000005
455,走,发送,0.8,0.41,0.09,0.32,0.7100000000000001
456,获得,偷,2.8,0.41,1.27,1.35,1.5299999999999998
457,发光,照耀,5.0,0.0,3.73,1.2,1.27
458,提醒,卖,0.07,0.26,0.0,0.0,0.07
459,争论,叫喊,2.4,0.51,1.09,1.14,1.3099999999999998
460,收到,接受,5.67,0.49,0.91,1.41,4.76
461,混合,联合,4.0,0.0,1.64,1.77,2.3600000000000003
462,控制,停止,2.27,0.46,0.27,0.48,2.0
463,做,发生,2.27,0.46,0.0,0.0,2.27
464,离开,走开,5.6,0.51,4.09,1.32,1.5099999999999998
465,读,理解,3.8,0.56,0.64,1.26,3.1599999999999997
466,装作,想像,2.8,0.41,0.18,0.63,2.6199999999999997
467,跟随,追逐,4.0,0.0,2.82,1.56,1.1800000000000002
468,加,除,0.67,0.49,0.45,0.84,0.22000000000000003
