,word1,word2,pred_sl,pred_sd,act_sl,act_sd,pred_act_gap
437,让,允许,6.0,0.0,3.45,0.97,2.55
438,敬礼,演出,0.5,0.73,0.0,0.0,0.5
439,聚集,见面,2.8,0.53,0.64,1.07,2.1599999999999997
440,生活,生存,5.3,0.77,2.45,1.35,2.8499999999999996
441,安排,组织,4.6,0.39,0.82,1.75,3.78
442,降低,减少,6.0,0.0,3.82,1.99,2.18
443,找到,逃逸,0.0,0.0,0.0,0.0,0.0
444,珍爱,保持,2.4,0.76,0.45,1.08,1.95
445,给,知道,0.0,0.0,0.0,0.0,0.0
446,装作,似乎,4.3,0.53,0.27,0.95,4.029999999999999
447,花费,节约,0.0,0.0,0.64,1.16,-0.64
448,拖着脚走,骑,0.0,0.0,0.0,0.0,0.0
449,煮沸,炒,2.5,0.73,0.73,1.49,1.77
450,漂移,流,4.4,0.39,2.0,1.63,2.4000000000000004
451,知道,相信,3.2,0.53,0.91,1.41,2.29
452,举起,提高,4.8,0.62,3.55,1.29,1.25
453,发射,发送,2.7,0.84,2.91,2.16,-0.20999999999999996
454,竞争,完成,0.6,0.76,0.0,0.0,0.6
455,抖动,搅拌,3.1,0.69,1.91,1.37,1.1900000000000002
456,给,断绝亲子关系,0.0,0.0,0.0,0.0,0.0
457,参与,加入,6.0,0.0,4.18,0.84,1.8200000000000003
458,走,发送,0.0,0.0,0.09,0.32,-0.09
459,获得,偷,2.9,0.39,1.27,1.35,1.63
460,发光,照耀,5.6,0.69,3.73,1.2,1.8699999999999997
461,提醒,卖,0.0,0.0,0.0,0.0,0.0
462,争论,叫喊,2.2,0.77,1.09,1.14,1.11
463,收到,接受,6.0,0.0,0.91,1.41,5.09
464,混合,联合,4.4,0.69,1.64,1.77,2.7600000000000007
465,控制,停止,2.2,0.77,0.27,0.48,1.9300000000000002
466,做,发生,1.7,0.77,0.0,0.0,1.7
467,离开,走开,6.0,0.0,4.09,1.32,1.9100000000000001
468,读,理解,3.7,0.77,0.64,1.26,3.06
469,装作,想像,2.0,0.73,0.18,0.63,1.82
470,跟随,追逐,4.1,0.69,2.82,1.56,1.2799999999999998
471,加,除,0.6,0.76,0.45,0.84,0.14999999999999997
