word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
接受,原谅,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
创建,做,3,3,2,3,2,3,2,4,4,2,2,2,1,2,2
戏弄,伤害,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2
腐烂,毁灭,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2
找到,消失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
断绝亲子关系,疏忽,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
记得,想,3,3,2,3,2,3,2,4,4,4,2,2,1,2,4
接受,承认,4,4,4,3,4,4,4,4,4,4,4,4,1,2,4
给,偷,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
咬,搏斗,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
成功,失败,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
说谎,装作,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
聚集,收集,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
出席,到达,6,2,6,6,2,6,6,6,3,6,4,6,6,6,4
做,戒除,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
批评,讨厌,1,2,1,2,1,1,1,1,2,1,2,1,1,1,2
离开,参加,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
搜索,狩猎,0,0,0,1,0,0,0,0,1,0,2,0,0,0,2
逃跑,逃走,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
杀,防守,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
打,吸引,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
使心烦,受伤,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
讨论,说明,2,2,2,3,2,2,1,1,3,1,4,2,1,2,4
忽略,避免,0,0,1,1,0,0,0,0,1,0,2,1,0,0,2
使灰心,使气馁,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
追求,说服,0,0,1,1,0,0,0,0,2,0,2,0,0,0,2
离开,徘徊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
羞辱,安慰,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
停,驾驶,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
傻笑,大笑,3,2,3,3,3,2,1,1,4,1,4,2,1,2,4
允许,反驳,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
搜索,查询,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
离开,忽略,0,0,1,1,0,0,0,0,1,0,2,0,0,0,2
分数,评分,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
分析,评估,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
出席,争论,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
步行,站立,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
混合,溶解,4,2,3,3,2,4,4,2,3,3,4,4,4,2,3
收藏,保存,5,4,5,5,4,5,5,5,5,5,4,5,5,4,5
拿,交付,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
做,赚,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
捏,用拳猛击,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
放开,按下,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
担心,浪费,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
知道,理解,5,4,5,5,4,5,5,5,5,5,6,5,5,4,5
选择,挑选,6,6,6,6,6,6,6,5,6,6,6,6,5,6,5
了解,原谅,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
借,乞求,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
拿,拥有,2,2,2,1,2,2,2,1,1,3,1,1,2,1,3
离开,留,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
到达,离开,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
创建,潜水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
享受,娱乐,5,4,4,5,4,4,4,3,4,5,4,5,4,4,4
建议,劝告,5,6,5,5,6,5,5,5,5,5,6,5,5,6,5
编织,移动,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
运输,电梯,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
留,保留,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
同意,争论,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
选择,选举,1,2,1,2,1,1,1,1,1,2,1,1,1,2,2
假设,预测,6,4,6,6,6,6,6,6,6,6,6,6,4,6,6
欲望,想要,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
赦免,原谅,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
啜,大口地吃,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
驱逐,离开,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2
坠落,伤害,1,2,0,2,0,0,1,1,0,2,0,1,0,1,2
成功,尝试,1,2,0,2,1,1,1,1,1,2,1,1,0,1,2
承诺,发誓,1,4,6,4,1,1,6,1,1,4,1,6,3,4,4
带来,抱怨,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
成长,增加,6,4,6,6,6,6,6,6,6,6,6,6,4,6,6
让,允许,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
敬礼,演出,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
聚集,见面,1,2,0,2,1,1,1,1,1,2,1,1,1,1,2
生活,生存,6,4,6,6,6,6,6,6,6,6,6,6,5,6,6
安排,组织,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6
降低,减少,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
找到,逃逸,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
珍爱,保持,6,4,6,4,1,1,1,1,1,2,1,1,4,2,2
给,知道,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
装作,似乎,1,4,6,4,1,1,6,1,6,4,6,6,3,4,4
花费,节约,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
拖着脚走,骑,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
煮沸,炒,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
漂移,流,6,4,4,4,4,3,4,4,4,6,4,4,4,3,4
知道,相信,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
举起,提高,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
发射,发送,6,5,5,5,5,5,4,5,5,6,5,4,4,4,5
竞争,完成,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
抖动,搅拌,6,3,3,3,2,3,3,3,3,4,3,3,3,2,3
给,断绝亲子关系,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
参与,加入,6,5,6,5,5,5,6,5,5,6,5,5,5,5,6
走,发送,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
获得,偷,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
发光,照耀,6,5,5,5,5,5,5,5,5,6,5,5,5,5,5
提醒,卖,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
争论,叫喊,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2
收到,接受,6,5,6,5,5,5,5,5,5,6,5,5,5,5,6
混合,联合,6,4,5,4,4,4,5,4,4,6,4,4,4,4,5
控制,停止,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
做,发生,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
离开,走开,6,5,5,5,5,5,5,5,5,6,5,5,5,5,6
读,理解,1,3,3,3,2,3,3,3,3,2,3,3,3,3,3
装作,想像,1,3,3,3,2,3,3,3,3,4,3,3,3,3,3
跟随,追逐,6,4,4,3,4,4,4,4,4,4,4,4,4,3,4
加,除,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
